User_ID,Age,Education_Level,Goal,Preferred_Category,Subcategory,Course_Name,Rating
384,39,High School,Switching Career,Design,Graphic Design,Photoshop Basics,3.5
385,23,High School,Job,Language Learning,French,Basic French A1,3.3
386,26,Bachelors,Job,Photography,Lighting Techniques,Natural Lighting,4.2
387,28,PhD,Upskilling,Writing,Content Writing,Blog Writing,4.8
388,46,Bachelors,Job,Business,Finance,Personal Finance,4.2
389,42,Masters,Switching Career,Language Learning,Spanish,Beginner Spanish,3.6
390,23,Bachelors,Upskilling,Programming,Machine Learning,ML A-Z,4.0
391,30,PhD,Upskilling,Programming,App Development,React Native Guide,3.8
392,33,PhD,Job,Photography,DSLR Basics,Photography Composition,4.9
393,26,PhD,Switching Career,Language Learning,Spanish,Conversational Spanish,4.9
394,22,High School,Job,Programming,Machine Learning,ML A-Z,3.1
395,21,PhD,Upskilling,Photography,Photo Editing,Photoshop for Photographers,4.4
396,23,Bachelors,Upskilling,Business,Entrepreneurship,Startup Success,4.0
397,31,Bachelors,Upskilling,Health & Fitness,Mental Health,Managing Stress,3.6
398,45,Bachelors,Job,Writing,Creative Writing,Short Story Writing,3.2
399,21,Masters,Freelancing,Business,Marketing,Digital Marketing 101,4.4
400,28,PhD,Upskilling,Photography,Lighting Techniques,Studio Setup,3.3
401,26,Masters,Job,Programming,Machine Learning,Intro to TensorFlow,3.5
402,22,Masters,Job,Music,Piano,Classical Piano,3.1
403,28,Masters,Freelancing,Personal Development,Productivity,Time Management,3.5
404,18,High School,Job,Writing,Creative Writing,Short Story Writing,3.7
405,27,Bachelors,Job,Photography,Lighting Techniques,Studio Setup,3.4
406,33,PhD,Upskilling,Personal Development,Productivity,Focus and Discipline,3.2
407,21,Bachelors,Freelancing,Photography,DSLR Basics,Photography Composition,3.1
408,47,Masters,Upskilling,Language Learning,English,Spoken English,3.0
409,30,Masters,Upskilling,Engineering,Mechanical,CAD Design,3.7
410,49,Bachelors,Freelancing,Design,Figma,Figma for Teams,3.0
411,40,High School,Upskilling,Programming,Data Science,Data Analysis with Pandas,3.2
412,33,PhD,Switching Career,Programming,App Development,Kotlin for Android,3.6
413,20,Bachelors,Switching Career,Language Learning,German,German Basics,4.2
414,26,PhD,Job,Engineering,Electrical,Power Engineering,4.3
415,26,Bachelors,Upskilling,Personal Development,Leadership,Emotional Intelligence,4.4
416,38,Masters,Switching Career,Personal Development,Productivity,Time Management,4.9
417,26,High School,Freelancing,Business,Finance,Investing Basics,3.9
418,44,High School,Upskilling,Writing,Copywriting,Ad Copy Techniques,3.9
419,25,High School,Freelancing,Personal Development,Public Speaking,Speaking with Confidence,3.4
420,38,Bachelors,Job,Writing,Copywriting,Ad Copy Techniques,4.0
421,37,Masters,Freelancing,Programming,Data Science,Data Analysis with Pandas,4.1
422,33,High School,Switching Career,Business,Finance,Personal Finance,3.0
423,32,Bachelors,Freelancing,Health & Fitness,Yoga,Beginner Yoga,4.2
424,34,High School,Job,Business,Finance,Investing Basics,4.6
425,23,Masters,Job,Programming,Data Science,Python for Data Science,3.3
426,45,PhD,Switching Career,Programming,Data Science,Data Analysis with Pandas,3.3
427,31,Bachelors,Upskilling,Personal Development,Leadership,Leadership in Teams,3.1
428,33,Masters,Switching Career,Health & Fitness,Mental Health,Mindfulness Meditation,3.1
429,35,PhD,Freelancing,Health & Fitness,Nutrition,Healthy Eating,4.3
430,19,PhD,Upskilling,Music,Music Theory,Advanced Harmony,3.7
431,38,PhD,Upskilling,Design,Figma,Figma for Teams,4.2
432,19,Masters,Job,Music,Music Theory,Advanced Harmony,4.5
433,32,Bachelors,Job,Writing,Content Writing,Blog Writing,3.5
434,21,Bachelors,Switching Career,Language Learning,Spanish,Beginner Spanish,3.5
435,38,Masters,Job,Language Learning,Spanish,Beginner Spanish,4.7
436,49,Masters,Freelancing,Music,Guitar,Guitar for Beginners,3.1
437,32,High School,Switching Career,Programming,Machine Learning,Scikit-learn Basics,3.4
438,26,Masters,Freelancing,Language Learning,English,English Grammar,3.3
439,27,High School,Upskilling,Business,Entrepreneurship,Business Planning,4.2
440,39,Masters,Upskilling,Design,Canva,Designing with Canva,4.6
441,49,Masters,Freelancing,Photography,Lighting Techniques,Studio Setup,3.4
442,29,PhD,Upskilling,Personal Development,Productivity,Time Management,4.5
443,43,High School,Freelancing,Engineering,Civil,Structural Engineering,4.3
444,24,PhD,Freelancing,Language Learning,English,English Grammar,3.7
445,38,Bachelors,Job,Language Learning,German,German Basics,3.5
446,33,High School,Upskilling,Personal Development,Productivity,Time Management,3.1
447,46,PhD,Freelancing,Health & Fitness,Yoga,Advanced Yoga Poses,3.7
448,42,High School,Switching Career,Engineering,Mechanical,Thermodynamics,3.9
449,20,Masters,Job,Language Learning,French,French for Travelers,3.1
450,28,PhD,Freelancing,Business,Marketing,SEO Mastery,4.2
451,48,High School,Switching Career,Design,Graphic Design,Photoshop Basics,3.1
452,39,Bachelors,Freelancing,Health & Fitness,Mental Health,Mindfulness Meditation,4.3
453,37,Bachelors,Job,Programming,Data Science,Data Analysis with Pandas,3.3
454,41,High School,Switching Career,Business,Entrepreneurship,Business Planning,3.4
455,19,Bachelors,Freelancing,Personal Development,Productivity,Focus and Discipline,4.7
456,37,PhD,Switching Career,Music,Music Theory,Advanced Harmony,3.2
457,42,Bachelors,Upskilling,Health & Fitness,Yoga,Beginner Yoga,3.9
458,34,PhD,Switching Career,Personal Development,Productivity,Focus and Discipline,4.1
459,27,High School,Job,Language Learning,German,German Basics,4.1
460,42,PhD,Switching Career,Engineering,Mechanical,CAD Design,3.6
461,43,High School,Freelancing,Business,Management,Project Management,4.9
462,28,Bachelors,Freelancing,Design,Figma,Figma for Teams,3.2
463,45,Bachelors,Freelancing,Engineering,Civil,AutoCAD Civil,4.8
464,22,High School,Switching Career,Photography,Photo Editing,Photoshop for Photographers,4.7
465,47,High School,Switching Career,Business,Management,Project Management,3.3
466,24,High School,Job,Personal Development,Public Speaking,TED Talk Techniques,4.8
467,34,PhD,Switching Career,Engineering,Robotics,Intro to Robotics,3.3
468,43,Bachelors,Switching Career,Programming,Data Science,Data Analysis with Pandas,4.4
469,21,PhD,Upskilling,Language Learning,English,Spoken English,4.6
470,37,Masters,Upskilling,Music,Music Theory,Music Theory Basics,4.9
471,32,Bachelors,Upskilling,Music,Piano,Classical Piano,4.5
472,23,Bachelors,Switching Career,Writing,Copywriting,Ad Copy Techniques,4.5
473,41,High School,Freelancing,Business,Entrepreneurship,Business Planning,3.3
474,19,Bachelors,Freelancing,Writing,Creative Writing,Writing Fiction,3.1
475,21,Masters,Freelancing,Personal Development,Leadership,Emotional Intelligence,4.0
476,25,High School,Freelancing,Language Learning,German,Intermediate German,3.4
477,48,Masters,Upskilling,Design,UI/UX,UX Research,3.6
478,42,High School,Freelancing,Engineering,Mechanical,Thermodynamics,4.3
479,31,Masters,Switching Career,Photography,DSLR Basics,Camera Settings 101,3.9
480,26,Bachelors,Job,Writing,Copywriting,Ad Copy Techniques,4.4
481,35,PhD,Switching Career,Language Learning,German,Intermediate German,3.4
482,37,PhD,Job,Programming,Cybersecurity,Network Security,4.1
483,36,Masters,Job,Music,Guitar,Fingerstyle Guitar,5.0
484,38,Masters,Upskilling,Personal Development,Productivity,Time Management,4.0
485,33,High School,Switching Career,Language Learning,Spanish,Beginner Spanish,4.3
486,36,Masters,Switching Career,Health & Fitness,Yoga,Beginner Yoga,4.2
487,30,Masters,Freelancing,Photography,Lighting Techniques,Studio Setup,4.8
488,40,Masters,Freelancing,Photography,DSLR Basics,Photography Composition,3.2
489,26,Masters,Freelancing,Language Learning,English,English Grammar,3.7
490,37,PhD,Upskilling,Language Learning,French,Basic French A1,3.9
491,25,PhD,Job,Engineering,Electrical,Power Engineering,4.8
492,25,PhD,Upskilling,Health & Fitness,Nutrition,Healthy Eating,3.3
493,30,Masters,Switching Career,Engineering,Robotics,Intro to Robotics,3.6
494,29,High School,Switching Career,Language Learning,Spanish,Conversational Spanish,4.3
495,18,PhD,Upskilling,Writing,Creative Writing,Writing Fiction,4.0
496,23,Bachelors,Switching Career,Health & Fitness,Yoga,Advanced Yoga Poses,4.9
497,42,High School,Job,Photography,DSLR Basics,Photography Composition,4.9
498,38,Bachelors,Job,Programming,App Development,Flutter Beginner,4.4
499,40,Masters,Freelancing,Business,Management,Leadership Skills,3.3
500,20,Masters,Upskilling,Music,Music Theory,Advanced Harmony,3.9
501,26,Masters,Switching Career,Language Learning,Spanish,Beginner Spanish,4.9
502,43,High School,Freelancing,Writing,Content Writing,Blog Writing,3.4
503,19,Bachelors,Job,Language Learning,English,Spoken English,4.8
504,34,High School,Job,Business,Marketing,Digital Marketing 101,4.4
505,44,PhD,Switching Career,Business,Entrepreneurship,Business Planning,4.4
506,31,High School,Upskilling,Health & Fitness,Mental Health,Managing Stress,4.3
507,35,Bachelors,Switching Career,Business,Marketing,SEO Mastery,3.2
508,24,PhD,Freelancing,Engineering,Mechanical,CAD Design,4.7
509,30,Masters,Switching Career,Personal Development,Productivity,Time Management,4.1
510,31,PhD,Upskilling,Writing,Creative Writing,Writing Fiction,4.3
511,25,PhD,Freelancing,Business,Marketing,Digital Marketing 101,4.8
512,32,PhD,Upskilling,Personal Development,Leadership,Leadership in Teams,3.2
513,29,High School,Upskilling,Language Learning,French,Basic French A1,4.5
514,24,High School,Job,Design,Canva,Designing with Canva,3.7
515,46,Masters,Job,Language Learning,French,French for Travelers,3.2
516,43,PhD,Upskilling,Health & Fitness,Mental Health,Mindfulness Meditation,4.6
517,28,High School,Freelancing,Programming,App Development,Flutter Beginner,3.8
518,48,PhD,Freelancing,Engineering,Robotics,Building Arduino Robots,4.2
519,26,PhD,Switching Career,Business,Management,Leadership Skills,3.1
520,34,Masters,Job,Photography,Lighting Techniques,Natural Lighting,5.0
521,39,High School,Switching Career,Writing,Copywriting,Ad Copy Techniques,4.3
522,42,Bachelors,Job,Programming,App Development,Kotlin for Android,4.7
523,49,Bachelors,Job,Music,Piano,Piano Lessons 101,3.7
524,35,High School,Freelancing,Photography,Lighting Techniques,Studio Setup,3.8
525,33,High School,Switching Career,Music,Music Theory,Advanced Harmony,3.2
526,49,PhD,Upskilling,Business,Management,Project Management,3.2
527,44,High School,Job,Business,Entrepreneurship,Startup Success,4.3
528,47,Masters,Upskilling,Programming,App Development,React Native Guide,3.7
529,48,Masters,Switching Career,Business,Marketing,Digital Marketing 101,3.0
530,40,Masters,Upskilling,Business,Marketing,Digital Marketing 101,4.0
531,44,High School,Upskilling,Engineering,Mechanical,Thermodynamics,3.2
532,43,Bachelors,Switching Career,Writing,Content Writing,SEO Content Writing,3.2
533,44,High School,Job,Music,Piano,Piano Lessons 101,4.9
534,18,High School,Switching Career,Engineering,Robotics,Intro to Robotics,4.4
535,29,Bachelors,Job,Health & Fitness,Mental Health,Mindfulness Meditation,4.0
536,42,PhD,Freelancing,Personal Development,Leadership,Emotional Intelligence,4.9
537,46,Bachelors,Freelancing,Health & Fitness,Mental Health,Mindfulness Meditation,4.7
538,38,Bachelors,Freelancing,Writing,Content Writing,SEO Content Writing,4.4
539,26,Bachelors,Upskilling,Business,Entrepreneurship,Business Planning,4.2
540,44,Masters,Switching Career,Programming,Cybersecurity,Ethical Hacking,3.1
541,27,High School,Job,Writing,Copywriting,Sales Copy Mastery,5.0
542,34,Bachelors,Job,Personal Development,Productivity,Time Management,3.7
543,46,High School,Freelancing,Photography,Photo Editing,Lightroom Editing,4.0
544,36,High School,Switching Career,Health & Fitness,Yoga,Advanced Yoga Poses,4.9
545,21,High School,Upskilling,Writing,Content Writing,SEO Content Writing,4.7
546,41,Bachelors,Freelancing,Personal Development,Leadership,Leadership in Teams,5.0
547,22,Bachelors,Freelancing,Photography,DSLR Basics,Photography Composition,3.1
548,35,Masters,Freelancing,Design,UI/UX,UX Research,3.7
549,27,High School,Freelancing,Language Learning,English,Spoken English,4.0
550,40,High School,Upskilling,Photography,DSLR Basics,Camera Settings 101,4.0
551,28,PhD,Switching Career,Business,Entrepreneurship,Startup Success,4.8
552,39,Masters,Upskilling,Personal Development,Productivity,Focus and Discipline,5.0
553,18,High School,Upskilling,Music,Guitar,Guitar for Beginners,4.9
554,38,PhD,Job,Health & Fitness,Yoga,Advanced Yoga Poses,3.0
555,41,PhD,Switching Career,Programming,Machine Learning,Scikit-learn Basics,3.4
556,23,High School,Freelancing,Photography,Lighting Techniques,Natural Lighting,4.3
557,31,Bachelors,Switching Career,Business,Finance,Investing Basics,4.3
558,22,Bachelors,Job,Music,Music Theory,Advanced Harmony,3.1
559,22,High School,Freelancing,Personal Development,Public Speaking,Speaking with Confidence,4.1
560,32,Masters,Switching Career,Health & Fitness,Yoga,Advanced Yoga Poses,3.9
561,19,PhD,Job,Photography,DSLR Basics,Camera Settings 101,4.5
562,20,High School,Upskilling,Photography,DSLR Basics,Photography Composition,4.6
563,37,High School,Upskilling,Music,Piano,Classical Piano,4.6
564,19,PhD,Freelancing,Photography,DSLR Basics,Camera Settings 101,4.5
565,36,Bachelors,Upskilling,Language Learning,English,English Grammar,3.2
566,18,PhD,Job,Personal Development,Productivity,Focus and Discipline,3.4
567,27,Bachelors,Freelancing,Writing,Content Writing,SEO Content Writing,3.4
568,29,High School,Switching Career,Photography,DSLR Basics,Photography Composition,4.3
569,34,High School,Freelancing,Engineering,Robotics,Building Arduino Robots,3.7
570,33,High School,Upskilling,Engineering,Electrical,Circuits and Systems,3.6
571,46,Masters,Upskilling,Engineering,Mechanical,CAD Design,4.6
572,45,Bachelors,Job,Language Learning,Spanish,Beginner Spanish,4.4
573,45,Masters,Upskilling,Design,UI/UX,UI Design Principles,3.9
574,40,Masters,Switching Career,Photography,DSLR Basics,Camera Settings 101,4.3
575,23,Masters,Freelancing,Photography,DSLR Basics,Photography Composition,4.5
576,22,High School,Job,Photography,Lighting Techniques,Natural Lighting,4.6
577,43,Bachelors,Job,Photography,Photo Editing,Photoshop for Photographers,4.3
578,27,Masters,Switching Career,Writing,Content Writing,SEO Content Writing,3.3
579,23,PhD,Upskilling,Photography,DSLR Basics,Camera Settings 101,4.7
580,28,Bachelors,Switching Career,Design,Canva,Canva for Beginners,4.5
581,48,Masters,Job,Writing,Copywriting,Sales Copy Mastery,3.1
582,41,Bachelors,Job,Writing,Content Writing,SEO Content Writing,3.8
583,47,High School,Job,Language Learning,English,Spoken English,4.7
584,34,Bachelors,Switching Career,Health & Fitness,Yoga,Beginner Yoga,4.0
585,42,Bachelors,Switching Career,Language Learning,French,Basic French A1,4.6
586,18,Bachelors,Switching Career,Design,Canva,Canva for Beginners,4.0
587,35,Bachelors,Freelancing,Design,Canva,Designing with Canva,4.2
588,25,Bachelors,Switching Career,Language Learning,English,Spoken English,4.4
589,48,Bachelors,Freelancing,Health & Fitness,Nutrition,Healthy Eating,3.1
590,28,Bachelors,Job,Engineering,Mechanical,Thermodynamics,3.3
591,29,PhD,Job,Personal Development,Productivity,Time Management,3.9
592,48,PhD,Freelancing,Writing,Copywriting,Sales Copy Mastery,4.6
593,29,Masters,Freelancing,Language Learning,German,German Basics,3.5
594,42,Bachelors,Job,Programming,App Development,Kotlin for Android,4.7
595,44,Bachelors,Job,Design,Graphic Design,Photoshop Basics,4.8
596,25,High School,Switching Career,Design,Figma,Figma for Teams,4.0
597,41,High School,Switching Career,Writing,Copywriting,Ad Copy Techniques,3.7
598,24,PhD,Freelancing,Personal Development,Leadership,Leadership in Teams,4.8
599,23,Masters,Switching Career,Personal Development,Productivity,Time Management,4.4
600,18,High School,Job,Health & Fitness,Mental Health,Managing Stress,4.4
601,38,PhD,Upskilling,Business,Finance,Investing Basics,4.3
602,34,Masters,Switching Career,Engineering,Civil,AutoCAD Civil,5.0
603,43,Bachelors,Switching Career,Photography,Lighting Techniques,Studio Setup,3.4
604,48,Masters,Upskilling,Engineering,Civil,AutoCAD Civil,4.5
605,25,Bachelors,Switching Career,Design,Figma,Figma Masterclass,4.0
606,39,High School,Freelancing,Health & Fitness,Mental Health,Managing Stress,4.6
607,27,PhD,Switching Career,Business,Marketing,SEO Mastery,3.4
608,23,High School,Switching Career,Health & Fitness,Mental Health,Mindfulness Meditation,4.4
609,21,Bachelors,Switching Career,Music,Guitar,Guitar for Beginners,4.7
610,36,Bachelors,Job,Engineering,Mechanical,Thermodynamics,4.3
611,41,Bachelors,Job,Design,Figma,Figma for Teams,4.6
612,40,PhD,Switching Career,Engineering,Mechanical,Thermodynamics,4.5
613,22,High School,Upskilling,Photography,Lighting Techniques,Studio Setup,3.7
614,35,Bachelors,Freelancing,Music,Piano,Piano Lessons 101,3.5
615,44,High School,Job,Photography,Photo Editing,Photoshop for Photographers,4.9
616,34,Masters,Switching Career,Health & Fitness,Mental Health,Mindfulness Meditation,4.5
617,39,PhD,Switching Career,Engineering,Electrical,Power Engineering,3.2
618,22,PhD,Freelancing,Writing,Copywriting,Ad Copy Techniques,4.9
619,18,Masters,Freelancing,Personal Development,Productivity,Focus and Discipline,4.3
620,39,High School,Freelancing,Music,Piano,Classical Piano,3.4
621,35,Bachelors,Freelancing,Music,Music Theory,Music Theory Basics,3.5
622,33,Masters,Freelancing,Writing,Creative Writing,Writing Fiction,4.7
623,40,Bachelors,Job,Business,Marketing,SEO Mastery,4.2
624,20,PhD,Upskilling,Engineering,Civil,AutoCAD Civil,4.8
625,35,PhD,Freelancing,Photography,Photo Editing,Photoshop for Photographers,3.4
626,26,High School,Switching Career,Music,Music Theory,Music Theory Basics,4.0
627,43,Bachelors,Switching Career,Business,Management,Leadership Skills,4.4
628,18,Bachelors,Switching Career,Engineering,Electrical,Power Engineering,3.7
629,34,Bachelors,Upskilling,Writing,Copywriting,Ad Copy Techniques,4.9
630,39,Masters,Freelancing,Music,Piano,Piano Lessons 101,3.8
631,41,Masters,Switching Career,Personal Development,Leadership,Leadership in Teams,4.1
632,32,High School,Upskilling,Writing,Content Writing,SEO Content Writing,4.7
633,30,Bachelors,Freelancing,Music,Guitar,Guitar for Beginners,3.8
634,26,Masters,Switching Career,Personal Development,Leadership,Leadership in Teams,3.8
635,28,High School,Freelancing,Personal Development,Leadership,Leadership in Teams,3.9
636,39,Masters,Upskilling,Language Learning,French,Basic French A1,3.0
637,25,Masters,Freelancing,Engineering,Mechanical,CAD Design,3.7
638,49,PhD,Job,Health & Fitness,Mental Health,Mindfulness Meditation,3.9
639,27,Bachelors,Upskilling,Health & Fitness,Mental Health,Mindfulness Meditation,4.7
640,22,High School,Freelancing,Language Learning,Spanish,Conversational Spanish,3.6
641,36,Masters,Switching Career,Personal Development,Leadership,Emotional Intelligence,4.5
642,46,PhD,Freelancing,Design,Figma,Figma Masterclass,4.5
643,34,High School,Freelancing,Design,Graphic Design,Photoshop Basics,3.2
644,48,High School,Job,Health & Fitness,Mental Health,Managing Stress,3.2
645,27,High School,Switching Career,Personal Development,Productivity,Time Management,4.5
646,46,Bachelors,Freelancing,Photography,DSLR Basics,Camera Settings 101,3.1
647,40,Masters,Switching Career,Music,Music Theory,Advanced Harmony,4.1
648,26,Bachelors,Switching Career,Engineering,Robotics,Building Arduino Robots,4.8
649,48,Bachelors,Job,Music,Piano,Classical Piano,3.8
650,27,Masters,Job,Programming,Cybersecurity,Ethical Hacking,3.7
651,48,High School,Switching Career,Music,Piano,Piano Lessons 101,4.5
652,36,Bachelors,Job,Photography,Photo Editing,Lightroom Editing,3.8
653,45,PhD,Freelancing,Design,Graphic Design,Illustrator Course,3.4
654,23,PhD,Freelancing,Photography,Lighting Techniques,Studio Setup,3.6
655,35,PhD,Freelancing,Business,Finance,Personal Finance,3.6
656,47,PhD,Upskilling,Engineering,Robotics,Intro to Robotics,3.6
657,27,High School,Job,Design,Figma,Figma for Teams,3.5
658,46,High School,Freelancing,Business,Finance,Personal Finance,4.0
659,39,PhD,Upskilling,Music,Piano,Classical Piano,4.4
660,20,Masters,Job,Design,Figma,Figma for Teams,4.6
661,22,PhD,Freelancing,Writing,Copywriting,Ad Copy Techniques,4.7
662,25,Bachelors,Switching Career,Music,Guitar,Guitar for Beginners,3.4
663,24,Bachelors,Switching Career,Health & Fitness,Mental Health,Mindfulness Meditation,4.9
664,28,High School,Job,Personal Development,Leadership,Emotional Intelligence,3.4
665,21,Bachelors,Job,Writing,Content Writing,SEO Content Writing,3.6
666,28,Masters,Job,Health & Fitness,Nutrition,Healthy Eating,4.9
667,48,Bachelors,Upskilling,Business,Finance,Personal Finance,4.0
668,39,High School,Job,Language Learning,Spanish,Beginner Spanish,3.3
669,32,Masters,Upskilling,Music,Music Theory,Music Theory Basics,3.0
670,42,Masters,Freelancing,Personal Development,Productivity,Focus and Discipline,4.4
671,36,PhD,Freelancing,Engineering,Mechanical,CAD Design,3.6
672,47,Masters,Freelancing,Business,Finance,Investing Basics,3.6
673,34,Masters,Switching Career,Programming,Cybersecurity,Network Security,4.5
674,19,Masters,Freelancing,Language Learning,English,Spoken English,3.4
675,49,Bachelors,Upskilling,Language Learning,German,Intermediate German,3.2
676,22,High School,Freelancing,Design,Figma,Figma Masterclass,3.2
677,30,High School,Job,Engineering,Robotics,Building Arduino Robots,4.1
678,34,High School,Upskilling,Writing,Content Writing,Blog Writing,3.0
679,31,PhD,Job,Music,Music Theory,Music Theory Basics,3.7
680,44,Masters,Job,Engineering,Civil,Structural Engineering,4.5
681,37,High School,Freelancing,Photography,DSLR Basics,Camera Settings 101,4.5
682,42,Bachelors,Freelancing,Photography,Lighting Techniques,Natural Lighting,4.1
683,29,PhD,Job,Engineering,Civil,AutoCAD Civil,4.4
684,45,High School,Freelancing,Design,Graphic Design,Illustrator Course,4.3
685,46,Masters,Upskilling,Photography,Photo Editing,Photoshop for Photographers,3.8
686,45,Masters,Freelancing,Engineering,Mechanical,CAD Design,4.5
687,34,Masters,Switching Career,Music,Piano,Piano Lessons 101,4.5
688,36,High School,Freelancing,Personal Development,Productivity,Focus and Discipline,5.0
689,31,Masters,Job,Personal Development,Public Speaking,Speaking with Confidence,3.2
690,47,Masters,Freelancing,Design,UI/UX,UI Design Principles,4.8
691,33,Bachelors,Upskilling,Personal Development,Productivity,Focus and Discipline,4.1
692,31,High School,Upskilling,Music,Guitar,Fingerstyle Guitar,4.7
693,24,Masters,Job,Engineering,Robotics,Intro to Robotics,4.6
694,39,Masters,Switching Career,Health & Fitness,Nutrition,Healthy Eating,4.5
695,18,PhD,Job,Personal Development,Public Speaking,Speaking with Confidence,3.6
696,27,Masters,Freelancing,Design,Figma,Figma for Teams,4.9
697,23,Bachelors,Switching Career,Personal Development,Leadership,Leadership in Teams,3.3
698,23,PhD,Job,Photography,Photo Editing,Photoshop for Photographers,3.2
699,45,Bachelors,Freelancing,Music,Music Theory,Music Theory Basics,4.0
700,30,Bachelors,Freelancing,Business,Entrepreneurship,Business Planning,3.6
701,23,High School,Switching Career,Health & Fitness,Yoga,Advanced Yoga Poses,3.4
702,40,High School,Upskilling,Design,UI/UX,UI Design Principles,4.2
703,46,High School,Freelancing,Writing,Content Writing,SEO Content Writing,3.3
704,23,High School,Job,Writing,Content Writing,Blog Writing,4.7
705,36,High School,Upskilling,Business,Entrepreneurship,Business Planning,3.9
706,39,Bachelors,Freelancing,Writing,Content Writing,SEO Content Writing,4.1
707,27,High School,Switching Career,Engineering,Electrical,Power Engineering,3.3
708,36,Bachelors,Upskilling,Programming,Data Science,Python for Data Science,3.1
709,35,Masters,Job,Programming,Machine Learning,Scikit-learn Basics,3.8
710,42,High School,Upskilling,Music,Music Theory,Music Theory Basics,3.4
711,47,High School,Job,Writing,Content Writing,SEO Content Writing,3.7
712,43,Bachelors,Job,Language Learning,French,Basic French A1,4.3
713,33,Masters,Job,Personal Development,Leadership,Leadership in Teams,4.9
714,35,Bachelors,Freelancing,Language Learning,German,German Basics,3.2
715,42,Bachelors,Switching Career,Writing,Content Writing,Blog Writing,3.9
716,37,Masters,Switching Career,Photography,DSLR Basics,Camera Settings 101,4.3
717,30,Bachelors,Upskilling,Photography,DSLR Basics,Photography Composition,5.0
718,27,Bachelors,Upskilling,Business,Marketing,Digital Marketing 101,3.6
719,27,High School,Upskilling,Health & Fitness,Yoga,Advanced Yoga Poses,3.9
720,35,Bachelors,Freelancing,Business,Finance,Personal Finance,3.1
721,35,Bachelors,Freelancing,Writing,Content Writing,Blog Writing,3.7
722,48,Bachelors,Switching Career,Language Learning,Spanish,Conversational Spanish,4.0
723,26,Bachelors,Freelancing,Writing,Creative Writing,Short Story Writing,4.5
724,18,Masters,Switching Career,Writing,Content Writing,Blog Writing,4.5
725,22,Bachelors,Switching Career,Engineering,Robotics,Building Arduino Robots,4.7
726,33,PhD,Switching Career,Programming,Cybersecurity,Network Security,4.4
727,43,High School,Job,Music,Piano,Piano Lessons 101,4.8
728,33,PhD,Job,Photography,Photo Editing,Lightroom Editing,3.4
729,46,PhD,Upskilling,Personal Development,Leadership,Leadership in Teams,3.8
730,21,Bachelors,Switching Career,Music,Guitar,Guitar for Beginners,3.4
731,26,PhD,Switching Career,Language Learning,German,German Basics,3.4
732,30,PhD,Job,Personal Development,Leadership,Leadership in Teams,4.4
733,25,High School,Job,Music,Music Theory,Advanced Harmony,3.2
734,42,Bachelors,Switching Career,Photography,Photo Editing,Lightroom Editing,4.5
735,39,Bachelors,Freelancing,Design,Canva,Canva for Beginners,3.8
736,37,PhD,Upskilling,Design,Figma,Figma Masterclass,4.9
737,18,Masters,Job,Music,Piano,Classical Piano,4.1
738,18,PhD,Freelancing,Writing,Content Writing,SEO Content Writing,3.9
739,46,High School,Job,Writing,Content Writing,SEO Content Writing,4.2
740,31,High School,Freelancing,Design,Figma,Figma for Teams,3.1
741,20,Masters,Upskilling,Business,Marketing,Digital Marketing 101,3.8
742,29,Bachelors,Upskilling,Engineering,Mechanical,CAD Design,4.5
743,41,High School,Job,Personal Development,Leadership,Emotional Intelligence,4.8
744,22,PhD,Job,Personal Development,Leadership,Leadership in Teams,3.2
745,35,Masters,Switching Career,Photography,DSLR Basics,Camera Settings 101,4.2
746,24,High School,Switching Career,Engineering,Civil,AutoCAD Civil,4.2
747,38,Masters,Upskilling,Design,Graphic Design,Illustrator Course,4.0
748,29,Bachelors,Upskilling,Writing,Creative Writing,Writing Fiction,3.0
749,25,Bachelors,Switching Career,Health & Fitness,Nutrition,Meal Planning,3.7
750,31,High School,Freelancing,Personal Development,Leadership,Leadership in Teams,3.6
751,38,High School,Job,Language Learning,French,Basic French A1,4.4
752,19,Bachelors,Freelancing,Language Learning,French,Basic French A1,4.8
753,20,Bachelors,Switching Career,Design,Graphic Design,Illustrator Course,3.9
754,44,High School,Upskilling,Engineering,Civil,Structural Engineering,3.4
755,39,Masters,Job,Design,UI/UX,UX Research,3.7
756,42,Bachelors,Switching Career,Design,Figma,Figma for Teams,4.4
757,38,High School,Upskilling,Health & Fitness,Nutrition,Meal Planning,4.8
758,41,PhD,Upskilling,Writing,Content Writing,SEO Content Writing,3.4
759,41,High School,Freelancing,Business,Management,Project Management,4.6
760,27,Bachelors,Upskilling,Music,Music Theory,Advanced Harmony,4.6
761,27,High School,Freelancing,Writing,Content Writing,Blog Writing,3.9
762,25,High School,Upskilling,Programming,Cybersecurity,Ethical Hacking,3.7
763,20,High School,Upskilling,Programming,Cybersecurity,Network Security,4.3
764,31,Masters,Freelancing,Writing,Copywriting,Ad Copy Techniques,4.1
765,46,High School,Upskilling,Design,Canva,Designing with Canva,3.2
766,24,Bachelors,Upskilling,Photography,Photo Editing,Photoshop for Photographers,3.3
767,36,Bachelors,Freelancing,Business,Entrepreneurship,Business Planning,4.1
768,21,Bachelors,Job,Music,Music Theory,Music Theory Basics,3.2
769,21,High School,Switching Career,Health & Fitness,Nutrition,Meal Planning,4.2
770,37,Masters,Freelancing,Photography,DSLR Basics,Photography Composition,4.1
771,23,PhD,Job,Music,Piano,Classical Piano,3.9
